cycle_id,M_Conv1_Speed_mmps,M_Conv2_Speed_mmps,M_Conv3_Speed_mmps,M_Conv4_Speed_mmps,I_R01_Gripper_Pot,I_R01_Gripper_Load,I_R02_Gripper_Pot,I_R02_Gripper_Load,I_R03_Gripper_Pot,I_R03_Gripper_Load,I_R04_Gripper_Pot,I_R04_Gripper_Load,Q_Cell_CycleCount,milling_wear_max,milling_wear_mean,milling_wear_std
349,111.0,111.0,111.0,111.0,11211.0,440.0,11712.0,1263.0,2404.0,1339.0,13189.0,607.0,23.0,160,81.33998130258648,30.149190515897278
350,111.0,111.0,111.0,111.0,11228.0,477.0,11694.0,1288.0,2424.0,1398.0,13138.0,560.0,23.0,160,81.33998130258648,30.149190515897278
351,111.0,111.0,111.0,111.0,11216.0,431.0,2077.0,1322.0,2404.0,1377.0,13268.0,647.0,23.0,160,81.33998130258648,30.149190515897278
352,111.0,111.0,111.0,111.0,11240.0,440.0,2058.0,1303.0,2395.0,1375.0,13205.0,607.0,23.0,160,81.33998130258648,30.149190515897278
353,111.0,111.0,111.0,111.0,11253.0,495.0,2056.0,1320.0,2402.0,1374.0,13030.0,606.0,23.0,160,81.33998130258648,30.149190515897278
354,111.0,111.0,111.0,111.0,11189.0,437.0,2057.0,1289.0,2407.0,1375.0,13262.0,594.0,23.0,160,81.33998130258648,30.149190515897278
355,111.0,111.0,111.0,111.0,11212.0,431.0,2052.0,1307.0,2405.0,1375.0,13246.0,612.0,23.0,160,81.33998130258648,30.149190515897278
356,111.0,111.0,111.0,111.0,11253.0,356.0,2071.0,1320.0,2400.0,1391.0,13166.0,606.0,23.0,160,81.33998130258648,30.149190515897278
357,111.0,111.0,111.0,111.0,11291.0,392.0,2063.0,1313.0,2403.0,1378.0,13257.0,604.0,23.0,160,81.33998130258648,30.149190515897278
358,111.0,111.0,111.0,111.0,11282.0,347.0,2034.0,1301.0,2395.0,1362.0,13221.0,629.0,23.0,160,81.33998130258648,30.149190515897278
359,111.0,111.0,111.0,111.0,11199.0,415.0,2038.0,1270.0,2407.0,1369.0,13297.0,601.0,23.0,160,81.33998130258648,30.149190515897278
360,111.0,111.0,111.0,111.0,11167.0,360.0,2055.0,1307.0,2396.0,1372.0,13233.0,893.0,23.0,160,81.33998130258648,30.149190515897278
361,111.0,111.0,111.0,111.0,11535.0,406.0,11600.0,1287.0,2390.0,1360.0,13190.0,638.0,23.0,160,81.33998130258648,30.149190515897278
362,111.0,111.0,111.0,111.0,11181.0,449.0,11649.0,1318.0,2397.0,1377.0,13190.0,577.0,23.0,160,81.33998130258648,30.149190515897278
363,111.0,111.0,111.0,111.0,11227.0,460.0,11646.0,1294.0,2399.0,1375.0,13145.0,596.0,23.0,160,81.33998130258648,30.149190515897278
364,111.0,111.0,111.0,111.0,11184.0,425.0,11651.0,1307.0,2403.0,1379.0,13126.0,561.0,23.0,160,81.33998130258648,30.149190515897278
365,111.0,111.0,111.0,111.0,11205.0,357.0,11603.0,1296.0,2386.0,1373.0,13189.0,629.0,23.0,160,81.33998130258648,30.149190515897278
366,111.0,111.0,111.0,111.0,11179.0,426.0,11628.0,1344.0,2416.0,1368.0,13145.0,590.0,23.0,160,81.33998130258648,30.149190515897278
367,111.0,111.0,111.0,111.0,11195.0,341.0,11602.0,1327.0,2396.0,1374.0,13206.0,612.0,23.0,160,81.33998130258648,30.149190515897278
368,111.0,111.0,111.0,111.0,11189.0,336.0,11624.0,1289.0,2399.0,1358.0,13195.0,598.0,23.0,160,81.33998130258648,30.149190515897278
369,111.0,111.0,111.0,111.0,11264.0,428.0,11608.0,1302.0,2404.0,1365.0,13208.0,834.0,23.0,160,81.33998130258648,30.149190515897278
370,111.0,111.0,111.0,111.0,11155.0,436.0,6599.0,1325.0,2397.0,1392.0,13231.0,596.0,23.0,160,81.33998130258648,30.149190515897278
371,111.0,111.0,111.0,111.0,11239.0,329.0,6587.0,1330.0,2398.0,1370.0,13189.0,619.0,23.0,160,81.33998130258648,30.149190515897278
372,111.0,111.0,111.0,111.0,11561.0,447.0,6595.0,1317.0,2397.0,1370.0,13156.0,581.0,23.0,160,81.33998130258648,30.149190515897278
373,111.0,111.0,111.0,111.0,11172.0,394.0,6578.0,1317.0,2415.0,1373.0,13208.0,627.0,23.0,160,81.33998130258648,30.149190515897278
374,111.0,111.0,111.0,111.0,11188.0,480.0,6539.0,1294.0,2459.0,1382.0,13182.0,605.0,23.0,160,81.33998130258648,30.149190515897278
375,111.0,111.0,111.0,111.0,11187.0,350.0,6582.0,1309.0,2389.0,1345.0,13227.0,655.0,23.0,160,81.33998130258648,30.149190515897278
376,111.0,111.0,111.0,111.0,11239.0,462.0,6610.0,1271.0,2407.0,1347.0,13246.0,631.0,23.0,160,81.33998130258648,30.149190515897278
377,111.0,111.0,111.0,111.0,11217.0,404.0,6593.0,1285.0,12501.0,1367.0,13091.0,552.0,23.0,160,81.33998130258648,30.149190515897278
378,111.0,111.0,111.0,111.0,11182.0,407.0,6569.0,1304.0,12564.0,1371.0,13129.0,593.0,23.0,160,81.33998130258648,30.149190515897278
379,111.0,111.0,111.0,111.0,11168.0,351.0,6555.0,1322.0,12529.0,1387.0,13106.0,752.0,23.0,160,81.33998130258648,30.149190515897278
380,111.0,111.0,111.0,111.0,11202.0,386.0,6570.0,1329.0,12548.0,1375.0,13128.0,612.0,23.0,160,81.33998130258648,30.149190515897278
381,111.0,111.0,111.0,111.0,11264.0,350.0,6591.0,1306.0,6755.0,1363.0,13184.0,648.0,23.0,160,81.33998130258648,30.149190515897278
382,111.0,111.0,111.0,111.0,11197.0,342.0,6573.0,1296.0,6734.0,1354.0,13241.0,645.0,23.0,160,81.33998130258648,30.149190515897278
383,111.0,111.0,111.0,111.0,11205.0,184.0,6610.0,1343.0,6766.0,1377.0,13167.0,645.0,23.0,160,81.33998130258648,30.149190515897278
384,111.0,111.0,111.0,111.0,11198.0,625.0,6580.0,1261.0,6760.0,1377.0,13249.0,475.0,23.0,160,81.33998130258648,30.149190515897278
385,111.0,111.0,111.0,111.0,11213.0,259.0,6567.0,1295.0,6735.0,1383.0,13183.0,622.0,23.0,160,81.33998130258648,30.149190515897278
386,111.0,111.0,111.0,111.0,11255.0,409.0,6556.0,1357.0,6771.0,1387.0,13205.0,623.0,23.0,160,81.33998130258648,30.149190515897278
387,111.0,111.0,111.0,111.0,11245.0,317.0,6576.0,1301.0,6745.0,1365.0,13208.0,583.0,23.0,160,81.33998130258648,30.149190515897278
388,111.0,111.0,111.0,111.0,11193.0,459.0,6595.0,1337.0,6724.0,1371.0,13270.0,625.0,23.0,160,81.33998130258648,30.149190515897278
389,111.0,111.0,111.0,111.0,11333.0,482.0,6569.0,1290.0,6754.0,1366.0,13208.0,612.0,23.0,160,81.33998130258648,30.149190515897278
390,111.0,111.0,111.0,111.0,11184.0,436.0,6597.0,1311.0,6749.0,1345.0,13252.0,642.0,23.0,160,81.33998130258648,30.149190515897278
391,111.0,111.0,111.0,111.0,11184.0,443.0,6562.0,1315.0,6742.0,1375.0,13266.0,612.0,23.0,160,81.33998130258648,30.149190515897278
392,111.0,111.0,111.0,111.0,11270.0,456.0,6583.0,1343.0,6753.0,1374.0,13202.0,580.0,23.0,160,81.33998130258648,30.149190515897278
393,111.0,111.0,111.0,111.0,11174.0,428.0,6565.0,1303.0,6772.0,1375.0,13189.0,647.0,23.0,160,81.33998130258648,30.149190515897278
394,111.0,111.0,111.0,111.0,11249.0,451.0,6575.0,1325.0,12315.0,1393.0,13175.0,592.0,23.0,160,81.33998130258648,30.149190515897278
395,111.0,111.0,111.0,111.0,11238.0,429.0,6572.0,1307.0,12546.0,1382.0,13110.0,614.0,23.0,160,81.33998130258648,30.149190515897278
396,111.0,111.0,111.0,111.0,11178.0,460.0,6581.0,1334.0,12473.0,1376.0,13224.0,596.0,23.0,160,81.33998130258648,30.149190515897278
397,111.0,111.0,111.0,111.0,11202.0,458.0,6574.0,1333.0,12506.0,1378.0,13176.0,596.0,23.0,160,81.33998130258648,30.149190515897278
398,111.0,111.0,111.0,111.0,11169.0,469.0,6592.0,1321.0,12543.0,1388.0,13177.0,595.0,23.0,160,81.33998130258648,30.149190515897278
399,111.0,111.0,111.0,111.0,11209.0,464.0,6564.0,1312.0,12482.0,1361.0,13150.0,602.0,23.0,160,81.33998130258648,30.149190515897278
400,111.0,111.0,111.0,111.0,11206.0,458.0,6591.0,1313.0,12538.0,1368.0,13149.0,569.0,23.0,160,81.33998130258648,30.149190515897278
401,111.0,111.0,111.0,111.0,11236.0,454.0,6609.0,1340.0,12510.0,1393.0,13129.0,543.0,23.0,160,81.33998130258648,30.149190515897278
402,111.0,111.0,111.0,111.0,11242.0,492.0,6590.0,1297.0,2439.0,1378.0,13261.0,644.0,23.0,160,81.33998130258648,30.149190515897278
403,111.0,111.0,111.0,111.0,11197.0,460.0,6582.0,1325.0,2432.0,1364.0,13221.0,609.0,23.0,160,81.33998130258648,30.149190515897278
404,111.0,111.0,111.0,111.0,11231.0,477.0,6593.0,1322.0,2435.0,1370.0,13205.0,627.0,23.0,160,81.33998130258648,30.149190515897278
405,111.0,111.0,111.0,111.0,11234.0,218.0,6560.0,1320.0,2440.0,1372.0,13263.0,597.0,23.0,160,81.33998130258648,30.149190515897278
406,111.0,111.0,111.0,111.0,11586.0,451.0,6580.0,1308.0,2434.0,1365.0,13064.0,562.0,23.0,160,81.33998130258648,30.149190515897278
407,111.0,111.0,111.0,111.0,11308.0,446.0,6565.0,1302.0,12387.0,8272.0,13196.0,539.0,23.0,160,81.33998130258648,30.149190515897278
408,111.0,111.0,111.0,111.0,10839.0,452.0,11652.0,1310.0,12402.0,6552.0,13092.0,546.0,23.0,160,81.33998130258648,30.149190515897278
409,111.0,111.0,111.0,111.0,11225.0,465.0,11701.0,1311.0,12453.0,6498.0,13123.0,552.0,23.0,160,81.33998130258648,30.149190515897278
410,111.0,111.0,111.0,111.0,11247.0,383.0,11695.0,1310.0,12411.0,6489.0,13039.0,581.0,23.0,160,81.33998130258648,30.149190515897278
411,111.0,111.0,111.0,111.0,11228.0,466.0,11639.0,1303.0,12459.0,6446.0,13162.0,519.0,23.0,160,81.33998130258648,30.149190515897278
412,111.0,111.0,111.0,111.0,11170.0,265.0,11659.0,1321.0,12483.0,6449.0,13137.0,544.0,23.0,160,81.33998130258648,30.149190515897278
413,111.0,111.0,111.0,111.0,11201.0,430.0,11713.0,1314.0,12416.0,6406.0,13130.0,494.0,23.0,160,81.33998130258648,30.149190515897278
414,111.0,111.0,111.0,111.0,11189.0,463.0,11647.0,1297.0,12449.0,6413.0,13063.0,524.0,23.0,160,81.33998130258648,30.149190515897278
415,111.0,111.0,111.0,111.0,11182.0,468.0,11609.0,1318.0,12432.0,6419.0,13147.0,569.0,23.0,160,81.33998130258648,30.149190515897278
416,111.0,111.0,111.0,111.0,11217.0,459.0,11689.0,1329.0,12414.0,6375.0,13161.0,532.0,23.0,160,81.33998130258648,30.149190515897278
417,111.0,111.0,111.0,111.0,11179.0,467.0,11643.0,1294.0,12391.0,6374.0,13101.0,471.0,23.0,160,81.33998130258648,30.149190515897278
418,111.0,111.0,111.0,111.0,11224.0,447.0,11645.0,1327.0,12470.0,6374.0,13155.0,538.0,23.0,160,81.33998130258648,30.149190515897278
419,111.0,111.0,111.0,111.0,11193.0,456.0,2062.0,1311.0,12401.0,6343.0,13189.0,679.0,23.0,160,81.33998130258648,30.149190515897278
420,111.0,111.0,111.0,111.0,11181.0,431.0,2052.0,1311.0,12429.0,6361.0,13283.0,553.0,23.0,160,81.33998130258648,30.149190515897278
421,111.0,111.0,111.0,111.0,11226.0,439.0,2049.0,1326.0,12451.0,6373.0,13156.0,536.0,23.0,160,81.33998130258648,30.149190515897278
422,111.0,111.0,111.0,111.0,11186.0,481.0,2049.0,1337.0,2401.0,1399.0,13273.0,637.0,23.0,160,81.33998130258648,30.149190515897278
423,111.0,111.0,111.0,111.0,11189.0,437.0,2057.0,1313.0,2412.0,1409.0,13174.0,636.0,23.0,160,81.33998130258648,30.149190515897278
424,111.0,111.0,111.0,111.0,11567.0,463.0,2056.0,1310.0,2393.0,1368.0,13283.0,651.0,23.0,160,81.33998130258648,30.149190515897278
425,111.0,111.0,111.0,111.0,11176.0,437.0,2075.0,1325.0,2409.0,1382.0,13177.0,623.0,23.0,160,81.33998130258648,30.149190515897278
426,111.0,111.0,111.0,111.0,11173.0,467.0,2062.0,1319.0,2414.0,1382.0,13182.0,615.0,23.0,160,81.33998130258648,30.149190515897278
427,111.0,111.0,111.0,111.0,11267.0,438.0,2045.0,1337.0,2420.0,1392.0,13231.0,613.0,23.0,160,81.33998130258648,30.149190515897278
428,111.0,111.0,111.0,111.0,11377.0,468.0,2050.0,1292.0,2450.0,1371.0,13211.0,616.0,23.0,160,81.33998130258648,30.149190515897278
429,111.0,111.0,111.0,111.0,11225.0,462.0,2058.0,1334.0,2420.0,1391.0,13224.0,651.0,23.0,160,81.33998130258648,30.149190515897278
430,111.0,111.0,111.0,111.0,11264.0,442.0,2052.0,1306.0,2444.0,1371.0,13212.0,596.0,23.0,160,81.33998130258648,30.149190515897278
431,111.0,111.0,111.0,111.0,11264.0,534.0,2056.0,1326.0,2440.0,1381.0,13234.0,629.0,23.0,160,81.33998130258648,30.149190515897278
432,111.0,111.0,111.0,111.0,11220.0,431.0,2039.0,1297.0,2432.0,1375.0,13227.0,605.0,23.0,160,81.33998130258648,30.149190515897278
433,111.0,111.0,111.0,111.0,11281.0,253.0,2048.0,1316.0,12557.0,1381.0,13231.0,566.0,23.0,160,81.33998130258648,30.149190515897278
434,111.0,111.0,111.0,111.0,11271.0,443.0,11653.0,1322.0,12543.0,1368.0,13138.0,522.0,23.0,160,81.33998130258648,30.149190515897278
435,111.0,111.0,111.0,111.0,11250.0,462.0,11681.0,1324.0,12585.0,1391.0,13144.0,558.0,23.0,160,81.33998130258648,30.149190515897278
436,111.0,111.0,111.0,111.0,11214.0,454.0,11679.0,1305.0,12516.0,1387.0,13054.0,439.0,23.0,160,81.33998130258648,30.149190515897278
437,111.0,111.0,111.0,111.0,11197.0,433.0,11700.0,1302.0,12547.0,1366.0,13170.0,544.0,23.0,160,81.33998130258648,30.149190515897278
438,111.0,111.0,111.0,111.0,11206.0,431.0,11631.0,1320.0,12554.0,1371.0,13227.0,565.0,23.0,160,81.33998130258648,30.149190515897278
439,111.0,111.0,111.0,111.0,11240.0,435.0,11665.0,1354.0,12497.0,1392.0,13206.0,559.0,23.0,160,81.33998130258648,30.149190515897278
440,111.0,111.0,111.0,111.0,11193.0,467.0,11592.0,1305.0,12514.0,1373.0,13034.0,533.0,23.0,160,81.33998130258648,30.149190515897278
441,111.0,111.0,111.0,111.0,11183.0,455.0,11621.0,1318.0,12563.0,1368.0,13111.0,517.0,23.0,160,81.33998130258648,30.149190515897278
442,111.0,111.0,111.0,111.0,11186.0,339.0,11651.0,1316.0,12593.0,1371.0,13080.0,534.0,23.0,160,81.33998130258648,30.149190515897278
443,111.0,111.0,111.0,111.0,11247.0,494.0,11618.0,1293.0,12533.0,1372.0,13167.0,473.0,23.0,160,81.33998130258648,30.149190515897278
444,111.0,111.0,111.0,111.0,11243.0,446.0,11677.0,1308.0,12559.0,1370.0,13283.0,517.0,23.0,160,81.33998130258648,30.149190515897278
445,111.0,111.0,111.0,111.0,11199.0,457.0,11619.0,1329.0,12525.0,1361.0,13104.0,529.0,23.0,160,81.33998130258648,30.149190515897278
446,111.0,111.0,111.0,111.0,11229.0,437.0,11675.0,1304.0,12544.0,1374.0,13098.0,536.0,23.0,160,81.33998130258648,30.149190515897278
447,111.0,111.0,111.0,111.0,11180.0,313.0,11697.0,1330.0,12577.0,1386.0,13064.0,537.0,23.0,160,81.33998130258648,30.149190515897278
448,111.0,111.0,111.0,111.0,11167.0,500.0,11646.0,1320.0,2397.0,1385.0,13135.0,571.0,23.0,160,81.33998130258648,30.149190515897278
449,111.0,111.0,111.0,111.0,11635.0,461.0,11629.0,1292.0,2412.0,1385.0,12790.0,568.0,23.0,160,81.33998130258648,30.149190515897278
450,111.0,111.0,111.0,111.0,11171.0,423.0,11714.0,1319.0,2409.0,1355.0,13169.0,588.0,23.0,160,81.33998130258648,30.149190515897278
451,111.0,111.0,111.0,111.0,11197.0,413.0,11642.0,1327.0,2396.0,1359.0,13172.0,591.0,23.0,160,81.33998130258648,30.149190515897278
452,111.0,111.0,111.0,111.0,11276.0,460.0,11614.0,1327.0,2400.0,1367.0,13194.0,579.0,23.0,160,81.33998130258648,30.149190515897278
453,111.0,111.0,111.0,111.0,11307.0,319.0,11713.0,1305.0,2391.0,1385.0,13220.0,562.0,23.0,160,81.33998130258648,30.149190515897278
454,111.0,111.0,111.0,111.0,11211.0,484.0,11615.0,1325.0,2401.0,1357.0,13152.0,511.0,23.0,160,81.33998130258648,30.149190515897278
455,111.0,111.0,111.0,111.0,11217.0,444.0,11699.0,1308.0,2412.0,1371.0,13154.0,581.0,23.0,160,81.33998130258648,30.149190515897278
456,111.0,111.0,111.0,111.0,11260.0,465.0,11702.0,1300.0,2407.0,1377.0,13149.0,561.0,23.0,160,81.33998130258648,30.149190515897278
457,111.0,111.0,111.0,111.0,11192.0,454.0,11715.0,1320.0,2411.0,1387.0,13242.0,572.0,23.0,160,81.33998130258648,30.149190515897278
458,111.0,111.0,111.0,111.0,11251.0,510.0,11687.0,1317.0,2422.0,1374.0,12797.0,555.0,23.0,160,81.33998130258648,30.149190515897278
459,111.0,111.0,111.0,111.0,11457.0,451.0,11648.0,1332.0,12537.0,1368.0,13163.0,545.0,23.0,160,81.33998130258648,30.149190515897278
460,111.0,111.0,111.0,111.0,11239.0,358.0,11625.0,1334.0,12545.0,1375.0,13101.0,426.0,23.0,160,81.33998130258648,30.149190515897278
461,111.0,111.0,111.0,111.0,11217.0,463.0,11615.0,1314.0,12545.0,1378.0,13104.0,483.0,23.0,160,81.33998130258648,30.149190515897278
462,111.0,111.0,111.0,111.0,11250.0,450.0,11641.0,1307.0,12516.0,1358.0,13108.0,535.0,23.0,160,81.33998130258648,30.149190515897278
463,111.0,111.0,111.0,111.0,11529.0,457.0,11614.0,1341.0,12529.0,1375.0,13091.0,551.0,23.0,160,81.33998130258648,30.149190515897278
464,111.0,111.0,111.0,111.0,11244.0,487.0,11743.0,1319.0,12480.0,1358.0,13100.0,489.0,23.0,160,81.33998130258648,30.149190515897278
465,111.0,111.0,111.0,111.0,11232.0,476.0,11678.0,1319.0,12489.0,1380.0,13124.0,513.0,23.0,160,81.33998130258648,30.149190515897278
466,111.0,111.0,111.0,111.0,11264.0,483.0,11693.0,1284.0,12521.0,1372.0,13135.0,512.0,23.0,160,81.33998130258648,30.149190515897278
467,111.0,111.0,111.0,111.0,11159.0,441.0,11629.0,1305.0,12572.0,1372.0,13107.0,578.0,23.0,160,81.33998130258648,30.149190515897278
468,111.0,111.0,111.0,111.0,11259.0,416.0,11638.0,1347.0,12573.0,1373.0,13001.0,546.0,23.0,160,81.33998130258648,30.149190515897278
469,111.0,111.0,111.0,111.0,11218.0,448.0,11640.0,1314.0,12490.0,1386.0,13150.0,459.0,23.0,160,81.33998130258648,30.149190515897278
470,111.0,111.0,111.0,111.0,11259.0,434.0,11617.0,1316.0,9737.0,1355.0,12989.0,419.0,23.0,160,81.33998130258648,30.149190515897278
471,111.0,111.0,111.0,111.0,11173.0,493.0,11663.0,1328.0,2414.0,1376.0,13155.0,577.0,23.0,160,81.33998130258648,30.149190515897278
472,111.0,111.0,111.0,111.0,11233.0,441.0,11645.0,1320.0,2425.0,1369.0,13111.0,614.0,23.0,160,81.33998130258648,30.149190515897278
473,111.0,111.0,111.0,111.0,11391.0,447.0,11677.0,1303.0,2411.0,1371.0,13221.0,573.0,23.0,160,81.33998130258648,30.149190515897278
474,111.0,83.0,111.0,111.0,11259.0,400.0,11691.0,1317.0,2404.0,1380.0,13123.0,595.0,23.0,160,81.33998130258648,30.149190515897278
475,111.0,83.0,111.0,111.0,11162.0,455.0,11700.0,1310.0,2418.0,1345.0,13240.0,523.0,23.0,160,81.33998130258648,30.149190515897278
476,111.0,83.0,111.0,111.0,11195.0,454.0,11705.0,1326.0,2393.0,1366.0,13225.0,590.0,23.0,160,81.33998130258648,30.149190515897278
477,111.0,83.0,111.0,111.0,11227.0,445.0,11673.0,1310.0,2390.0,1362.0,13196.0,560.0,23.0,160,81.33998130258648,30.149190515897278
478,111.0,83.0,111.0,111.0,11203.0,459.0,11629.0,1324.0,2406.0,1381.0,13171.0,632.0,23.0,160,81.33998130258648,30.149190515897278
479,111.0,83.0,111.0,111.0,10760.0,445.0,11644.0,1301.0,2402.0,1387.0,13167.0,583.0,23.0,160,81.33998130258648,30.149190515897278
480,111.0,83.0,111.0,111.0,11239.0,364.0,11644.0,1312.0,2399.0,1347.0,13251.0,556.0,23.0,160,81.33998130258648,30.149190515897278
481,111.0,83.0,111.0,111.0,11219.0,452.0,11639.0,1291.0,12451.0,7628.0,13146.0,523.0,23.0,160,81.33998130258648,30.149190515897278
482,111.0,83.0,111.0,111.0,11225.0,434.0,11638.0,1301.0,12440.0,8458.0,13130.0,535.0,23.0,160,81.33998130258648,30.149190515897278
483,111.0,83.0,111.0,111.0,11235.0,456.0,11635.0,1299.0,12384.0,8494.0,13131.0,704.0,23.0,160,81.33998130258648,30.149190515897278
484,111.0,83.0,111.0,111.0,11298.0,482.0,11648.0,1322.0,12403.0,8404.0,13073.0,570.0,23.0,160,81.33998130258648,30.149190515897278
485,111.0,83.0,111.0,111.0,11193.0,402.0,11706.0,1313.0,12403.0,8369.0,13174.0,501.0,23.0,160,81.33998130258648,30.149190515897278
486,111.0,83.0,111.0,111.0,11240.0,465.0,11646.0,1299.0,12463.0,8420.0,13156.0,506.0,23.0,160,81.33998130258648,30.149190515897278
487,111.0,83.0,111.0,111.0,11213.0,432.0,11688.0,1333.0,12369.0,8402.0,13156.0,506.0,23.0,160,81.33998130258648,30.149190515897278
488,111.0,83.0,111.0,111.0,11254.0,545.0,11669.0,1323.0,12450.0,8374.0,13137.0,500.0,23.0,160,81.33998130258648,30.149190515897278
489,111.0,83.0,111.0,111.0,11165.0,485.0,11707.0,1304.0,12405.0,8344.0,13171.0,613.0,23.0,160,81.33998130258648,30.149190515897278
490,111.0,83.0,111.0,111.0,10908.0,478.0,11663.0,1285.0,12472.0,8307.0,13184.0,554.0,23.0,160,81.33998130258648,30.149190515897278
491,111.0,83.0,111.0,111.0,11154.0,454.0,11648.0,1298.0,12410.0,8405.0,13079.0,541.0,23.0,160,81.33998130258648,30.149190515897278
492,111.0,83.0,111.0,111.0,11258.0,416.0,11642.0,1314.0,12372.0,8296.0,13195.0,490.0,23.0,160,81.33998130258648,30.149190515897278
493,111.0,83.0,111.0,111.0,11182.0,444.0,11674.0,1301.0,2400.0,1376.0,13305.0,587.0,23.0,160,81.33998130258648,30.149190515897278
494,111.0,83.0,111.0,111.0,11247.0,458.0,11730.0,1310.0,2386.0,1376.0,13167.0,594.0,23.0,160,81.33998130258648,30.149190515897278
495,111.0,83.0,111.0,111.0,11228.0,340.0,11713.0,1313.0,2402.0,1374.0,13158.0,493.0,23.0,160,81.33998130258648,30.149190515897278
496,111.0,83.0,111.0,111.0,11262.0,436.0,11678.0,1291.0,2380.0,1344.0,13221.0,579.0,23.0,160,81.33998130258648,30.149190515897278
497,111.0,83.0,111.0,111.0,11239.0,450.0,11660.0,1310.0,2404.0,1370.0,13163.0,608.0,23.0,160,81.33998130258648,30.149190515897278
498,111.0,83.0,111.0,111.0,11229.0,433.0,11620.0,1298.0,2404.0,1367.0,13152.0,547.0,23.0,160,81.33998130258648,30.149190515897278
499,111.0,83.0,111.0,111.0,11179.0,472.0,11653.0,1343.0,2402.0,1365.0,13159.0,588.0,23.0,160,81.33998130258648,30.149190515897278
500,111.0,83.0,111.0,111.0,11114.0,420.0,11627.0,1314.0,2403.0,1364.0,13207.0,586.0,23.0,160,81.33998130258648,30.149190515897278
501,111.0,83.0,111.0,111.0,11165.0,447.0,11630.0,1324.0,2400.0,1378.0,13318.0,620.0,23.0,160,81.33998130258648,30.149190515897278
502,111.0,83.0,111.0,111.0,11273.0,457.0,11678.0,1333.0,2402.0,1357.0,13235.0,592.0,23.0,160,81.33998130258648,30.149190515897278
503,111.0,83.0,111.0,111.0,11168.0,462.0,11628.0,1289.0,2394.0,1361.0,13272.0,598.0,23.0,160,81.33998130258648,30.149190515897278
504,111.0,83.0,111.0,111.0,11181.0,301.0,11621.0,1295.0,2392.0,1349.0,13190.0,632.0,23.0,160,81.33998130258648,30.149190515897278
505,111.0,83.0,111.0,111.0,11214.0,384.0,11637.0,1325.0,2403.0,1340.0,13290.0,611.0,23.0,160,81.33998130258648,30.149190515897278
506,111.0,83.0,111.0,111.0,11224.0,399.0,11700.0,1320.0,2405.0,1334.0,13220.0,618.0,23.0,160,81.33998130258648,30.149190515897278
507,111.0,83.0,111.0,111.0,11198.0,289.0,11653.0,1316.0,2405.0,1356.0,13152.0,697.0,23.0,160,81.33998130258648,30.149190515897278
508,111.0,83.0,111.0,111.0,11165.0,424.0,11687.0,1293.0,2393.0,1375.0,13198.0,644.0,23.0,160,81.33998130258648,30.149190515897278
509,111.0,83.0,111.0,111.0,11290.0,440.0,11649.0,1298.0,2397.0,1388.0,13189.0,646.0,23.0,160,81.33998130258648,30.149190515897278
510,111.0,83.0,111.0,111.0,11255.0,225.0,11690.0,1304.0,2403.0,1348.0,13423.0,612.0,23.0,160,81.33998130258648,30.149190515897278
511,111.0,83.0,111.0,111.0,11347.0,411.0,11645.0,1303.0,2398.0,1371.0,13182.0,673.0,23.0,160,81.33998130258648,30.149190515897278
512,111.0,83.0,111.0,111.0,11214.0,425.0,11667.0,1287.0,2410.0,1349.0,13235.0,611.0,23.0,160,81.33998130258648,30.149190515897278
513,111.0,83.0,111.0,111.0,11208.0,459.0,11717.0,1284.0,2400.0,1366.0,13257.0,651.0,23.0,160,81.33998130258648,30.149190515897278
514,111.0,83.0,111.0,111.0,11220.0,437.0,11659.0,1312.0,2417.0,1370.0,13282.0,639.0,23.0,160,81.33998130258648,30.149190515897278
515,111.0,83.0,111.0,111.0,11251.0,392.0,11659.0,1337.0,2409.0,1387.0,13319.0,644.0,23.0,160,81.33998130258648,30.149190515897278
516,111.0,83.0,111.0,111.0,11233.0,281.0,11618.0,1324.0,2406.0,1377.0,13322.0,637.0,23.0,160,81.33998130258648,30.149190515897278
517,111.0,83.0,111.0,111.0,11235.0,390.0,11717.0,1286.0,2406.0,1373.0,13092.0,609.0,23.0,160,81.33998130258648,30.149190515897278
518,111.0,83.0,111.0,111.0,11176.0,467.0,11636.0,1286.0,2402.0,1356.0,13098.0,705.0,23.0,160,81.33998130258648,30.149190515897278
519,111.0,83.0,111.0,111.0,11262.0,412.0,11668.0,1283.0,2399.0,1367.0,13264.0,642.0,23.0,160,81.33998130258648,30.149190515897278
520,111.0,83.0,111.0,111.0,11195.0,360.0,11664.0,1330.0,2403.0,1370.0,13241.0,687.0,23.0,160,81.33998130258648,30.149190515897278
521,111.0,83.0,111.0,111.0,11246.0,322.0,11607.0,1279.0,2394.0,1348.0,13190.0,655.0,23.0,160,81.33998130258648,30.149190515897278
522,111.0,83.0,111.0,111.0,11196.0,426.0,11683.0,1300.0,2395.0,1337.0,13161.0,620.0,23.0,160,81.33998130258648,30.149190515897278
523,111.0,83.0,111.0,111.0,11213.0,378.0,11681.0,1316.0,2402.0,1355.0,13225.0,644.0,23.0,160,81.33998130258648,30.149190515897278
524,111.0,83.0,111.0,111.0,11222.0,363.0,11672.0,1304.0,2404.0,1365.0,13213.0,593.0,23.0,160,81.33998130258648,30.149190515897278
